종로구,"24,671"
중구,"22,078"
용산구,"35,148"
성동구,"41,488"
광진구,"58,714"
동대문구,"58,152"
중랑구,"52,196"
성북구,"57,832"
강북구,"42,791"
도봉구,"32,653"
노원구,"53,365"
은평구,"52,814"
서대문구,"46,449"
마포구,"59,248"
양천구,"36,345"
강서구,"79,371"
구로구,"47,740"
금천구,"37,778"
영등포구,"58,214"
동작구,"60,088"
관악구,"119,863"
서초구,"42,667"
강남구,"66,073"
송파구,"68,861"
강동구,"45,188"
